word_counts_vec,sent_counts_vec,para_counts_vec,commas_vec,sent_comma_freq_vec,para_comma_freq_vec,words_per_sentence_vec,words_per_paragraph_vec,sents_per_paragraph_vec,consecutive_counts_vec,consecutive_repeat_freq_vec,syll_and_word_freq_vec,polsyll_and_word_freq_vec,syll_and_sent_freq_vec,polsyll_and_sent_freq_vec,unique_counts_vec,type_token_ratio_vec,mean_usage_frequency_vec,median_MATTR,object_freq,relationship_freq,time_freq,self_freq,perceive_freq,i_freq,top_ten_freq,dialogue_freq,question_vec,exclamation_vec,sentiment_vec,label2
-0.473970072,0.122877481,-0.003406035,-0.791298203,-1.426857309,-0.897868785,-1.02261471,-0.647135649,-0.185591757,0.712729928,1.471772278,-1.467136798,-1.448835664,-1.051507643,-1.008762692,-0.562623462,-0.255532232,0.022339795,-0.090445142,2.346114396,0.528936837,-0.989314159,1.086481906,-0.028530008,1.115927178,-0.140338108,1.464709906,-0.179408374,-0.663588084,-0.242740674,no
-0.611861499,-0.331473652,0.059562672,-0.588426672,-0.771626636,-0.775057296,-0.7075158,-0.757424942,-0.675403399,-0.286807024,-0.100288137,-0.827456519,-0.773106484,-0.735519152,-0.711645819,-0.995936516,-0.904617591,1.013074251,-0.570854888,-0.31970101,0.376102468,-0.086867031,0.56714502,0.691071892,0.499447766,0.209753218,1.347163887,-0.166920552,0.30204219,0.206980691,no
-0.408349487,-0.31813302,-0.258143075,-0.289264667,-0.207751787,-0.389008809,-0.380187105,-0.442066087,-0.351126922,-0.292268974,-0.146334769,-0.329500322,-0.384748402,-0.403712818,-0.44093965,-0.519266653,-0.332373214,0.117813633,0.06969144,1.086514827,-1.600973506,1.316468985,1.154683963,-0.391090349,1.379659472,0.769996247,0.554683395,-0.464546973,-0.330837111,-1.303836435,no
-0.448074637,-0.378678964,0.226286634,-0.446931129,-0.429470386,-0.73622907,-0.341526587,-0.733328908,-0.828960574,-0.325040678,-0.118044868,-0.021859997,-0.026694721,-0.337398007,-0.286819622,-0.538139617,-0.271172148,0.041393172,-0.128877921,0.52423584,-1.189817644,-1.495111096,0.063586149,0.179297248,0.18623688,0.413468932,0.789420629,-0.006660172,-0.195996848,-0.717959397,no
0.243075931,0.045912297,0.158309053,-0.186910099,-0.491502154,-0.549239959,-0.008201879,-0.330931816,-0.418233367,0.081874639,0.155804188,0.717096249,0.790114358,0.050705111,0.244417328,0.149703412,-0.484383684,0.321462097,-0.173716164,0.213636235,-0.160870504,-0.257551557,-0.372616426,1.14814756,-0.26896135,0.492000226,1.151800509,-0.004578868,-0.541796878,-0.677856406,no
-0.252994518,-0.455900698,-0.358320562,-0.274931352,0.064487031,-0.294906183,0.185550797,-0.22984273,-0.391944985,-0.311385801,0.11765463,0.144621065,0.052543301,0.156639024,0.021715736,0.028814425,0.329784998,-0.576120224,-0.128877921,0.097633422,0.694206656,-0.803969043,-0.672889278,0.117074635,-0.562033207,-0.000761411,1.171055755,-0.497847832,-0.472201904,0.018949994,no
-0.267335791,0.87790593,-0.638817528,0.477935191,-0.397789051,1.01214972,-1.304736997,0.160960298,2.456341663,0.357703142,-0.411695623,-0.170634302,-0.063371002,-1.209209798,-0.789657202,-0.503199129,-0.615497394,0.514915707,0.787103328,-0.22485471,1.6127311,0.567690886,0.609272801,0.914000067,0.597712468,0.180098729,1.263589932,0.617730921,-0.145975459,1.306696412,no
0.289962897,0.024618597,0.774400602,0.30409781,0.273167471,-0.519574766,0.088058417,-0.601975254,-0.820469627,-0.469782367,-1.152492247,0.275573005,0.39305725,0.084939667,0.126072421,-0.192305302,-1.006146478,1.216446901,0.345126362,0.134776908,0.869545419,-0.20057855,1.509279918,2.316882946,1.378191355,-0.498177214,1.432392371,1.019422525,0.178076142,-0.006204481,no
-0.590781768,-0.648826758,-0.052063671,-0.337226143,0.368009619,-0.552777941,-0.025157238,-0.694918476,-0.901355974,-0.606331131,-0.522427848,0.012932279,0.115631,-0.049708052,-0.061923621,-0.743956941,-0.346497918,0.135884591,0.588533966,-0.691998808,-0.290708822,-0.261154644,1.345346798,0.450494993,1.70058159,-0.903334547,0.992738414,-0.443733937,-0.237318864,0.52268497,no
0.247380077,0.294253289,0.166180141,-0.258944194,-0.803918577,-0.598213953,-0.339505301,-0.333720725,-0.210497989,0.128301219,-0.142128401,0.297342873,0.299246714,-0.302096922,-0.161230091,0.149448371,-0.491347923,0.33130037,0.10812422,-0.382129163,-0.603385784,-0.336960331,-0.301067778,1.72734125,-0.28985421,-0.12265427,0.927665283,0.361730573,-0.367809441,-1.239747119,no
1.827301485,1.380232027,1.161515037,1.371745996,0.033077928,-0.213379317,-0.010572649,-0.205496594,-0.24815254,1.02406111,0.057812614,0.313856066,0.304686102,-0.000242307,0.029164082,0.280794,-1.718735983,3.33121077,-0.410718306,-0.274048397,2.888814341,1.035467831,1.588889294,0.331049645,1.070423235,0.293720876,0.543209042,1.18800812,1.428610844,0.541614192,no
-0.794258499,-0.82584668,-0.877096838,-0.633447981,0.002098836,-0.051168341,-0.008607018,-0.002694524,0.02326204,-0.568097477,0.232208278,-0.322562394,-0.114029828,-0.075430721,-0.154180923,-0.87683281,-0.01816606,-0.245258214,-0.295419967,-0.102463938,1.323077292,1.668910482,0.053370911,-0.031024166,0.093918705,0.846748373,0.493212299,-0.912027257,-0.676637142,0.608551401,no
-0.420468128,-0.794290954,-0.483542422,-0.28650826,1.007607681,-0.180534822,0.925987436,-0.231780547,-0.698556575,-0.701915266,-0.575380623,0.976882635,0.934617109,0.964532365,0.946842208,-0.395827266,-0.045518157,-0.216347649,0.345126362,-0.306330333,-0.866055144,1.311653579,-0.652930543,0.368967049,-0.58438059,0.407144508,0.46243108,-0.785067734,-0.498300019,0.027822718,no
-0.298311529,2.378213904,-0.17299221,2.034202401,-0.112598362,1.420997532,-1.779191661,-0.429221659,2.513822998,0.314007537,-1.356998669,0.159722055,0.274325844,-1.619363266,-0.987261816,-0.658518523,-0.845496603,0.90206953,0.389964605,-0.786551467,-0.34380805,1.244697122,-0.234760117,1.76128872,-0.235344722,-0.939195515,-1.865124616,3.258905245,4.282004807,1.708322248,no
-0.247843655,-0.245272646,-0.190881047,-0.128841798,-0.021755442,-0.304855371,-0.240635402,-0.380452982,-0.349361438,-0.660950637,-1.380582665,0.397079784,0.612967659,-0.201023793,0.020636985,-0.556502501,-0.751434628,0.735638675,0.748670548,0.822128846,-0.699547152,0.884419284,-0.19658041,1.027045606,-0.222411576,-1.256703659,1.008781161,0.134868476,0.789207013,1.871157761,no
-0.338177798,-0.657549479,-0.169414443,-0.296063804,0.502265919,-0.455034126,0.593475188,-0.459215264,-0.826254345,-0.737417944,-1.065856527,0.916992565,1.022833787,0.641461754,0.76773162,-0.265756838,-0.002332219,-0.261782076,0.345126362,1.012278379,0.69003472,-1.453320265,0.708608727,1.28990945,0.722297878,0.403207665,1.537335513,-0.258497913,-0.467852218,1.288130031,no
-0.338177798,-0.309410299,-0.243116452,-0.300106533,-0.242026079,-0.409147633,-0.276394668,-0.402696514,-0.359514967,-0.655488686,-1.291530006,0.07932916,0.26793006,-0.268104987,-0.13747548,-0.531253536,-0.519792407,0.371975985,1.107376492,-0.886516986,-0.488983249,1.251724586,-0.24846401,2.374686557,-0.299908674,-1.424332114,1.129970972,0.122380654,1.019740367,1.316231192,no
-0.312829201,0.454597421,0.898906908,-0.461999485,-1.150438271,-0.889599967,-1.099106154,-0.865539007,-0.619106685,-0.374198233,-1.317085343,0.030069368,-0.019068741,-1.012755236,-0.674312047,-0.290495724,-0.114017799,-0.141838984,1.190647515,0.067168908,-0.223241283,0.254912037,0.159028131,0.06787039,0.306928056,-1.730863248,1.047103185,0.682251334,0.671765494,1.058800444,no
0.109823809,-0.216282427,-0.174423317,-0.158978511,-0.121221839,-0.341509245,0.273036983,-0.147272996,-0.336673049,-0.10383168,0.196496572,0.438426817,0.414403325,0.275295895,0.24532639,-0.168841617,-0.726631681,0.693697458,-0.212148944,1.449549288,0.129159891,0.074276735,-0.110304109,1.349479274,-0.077551554,0.889119235,1.175005546,-0.181489678,-0.559195622,-0.587701554,no
-0.887908951,-0.818406712,-0.867079089,-0.677918008,-0.164405481,-0.153459339,-0.302908909,-0.172595561,0.008594697,-0.644564785,-0.200912901,-0.54823682,-0.518796293,-0.35895119,-0.458195854,-0.574610345,1.40780438,-1.297750732,0.98567269,-0.221132156,1.911293185,-0.115045823,0.709874345,0.866210551,0.683806859,-0.77841035,1.620588899,-0.882889006,-0.459152846,0.254350123,no
-0.402616506,0.032315115,0.815187151,-0.241854472,-0.560196076,-0.777641425,-0.843163952,-0.881392497,-0.833687101,-0.737417944,-1.811156679,0.169071883,-0.107198662,-0.771563138,-0.568255197,-0.143082572,0.424472958,-0.655762256,1.267513074,0.936138617,-1.304653349,-1.337404657,-0.687053627,-0.112343069,-0.933909185,-0.189886731,0.574507004,-0.123213176,-0.724483687,-2.041387215,no
